Cidade;Cursos;Disputa;Nota;Sigla
Mato Grosso, Brasil;Biomedicina;Esc. Pública 1,5 salário mínimo;674,9;UFMT
Mato Grosso, Brasil;Biomedicina;Escola Pública;687,04;UFMT
Mato Grosso, Brasil;Biomedicina;PNE 1,5 salário mínimo;523,16;UFMT
Mato Grosso, Brasil;Biomedicina;PNE Esc. Pública;439,78;UFMT
Mato Grosso, Brasil;Biomedicina;PNE racial;541,08;UFMT
Mato Grosso, Brasil;Biomedicina;PNE racial 1,5 salário mínimo;477,46;UFMT
Mato Grosso, Brasil;Ciênc da Computação;Ampla concor.;612,7;UFMT
Mato Grosso, Brasil;Ciênc da Computação;Cota racial;537,54;UFMT
Mato Grosso, Brasil;Ciênc da Computação;Cota racial 1,5 salário mínimo;545,86;UFMT
Mato Grosso, Brasil;Ciênc da Computação;Esc. Pública 1,5 salário mínimo;600,32;UFMT
Mato Grosso, Brasil;Ciênc da Computação;Escola Pública;604,58;UFMT
Mato Grosso, Brasil;Ciênc da Computação;PNE racial 1,5 salário mínimo;442,08;UFMT
Mato Grosso, Brasil;Direito;Ampla concor.;700,28;UFMT
Mato Grosso, Brasil;Direito;Cota racial;648,9;UFMT
Mato Grosso, Brasil;Direito;Cota racial 1,5 salário mínimo;637,86;UFMT
Mato Grosso, Brasil;Direito;Esc. Pública 1,5 salário mínimo;681,5;UFMT
Mato Grosso, Brasil;Direito;Escola Pública;687,8;UFMT
Mato Grosso, Brasil;Direito;PNE 1,5 salário mínimo;533,04;UFMT
Mato Grosso, Brasil;Direito;PNE Esc. Pública;470,84;UFMT
Mato Grosso, Brasil;Direito;PNE racial;561,36;UFMT
Mato Grosso, Brasil;Direito;PNE racial 1,5 salário mínimo;561,36;UFMT
Mato Grosso, Brasil;Engenharia Civil;Ampla concor.;638,88;UFMT
Mato Grosso, Brasil;Engenharia Civil;Cota racial;589,88;UFMT
Mato Grosso, Brasil;Engenharia Civil;Cota racial 1,5 salário mínimo;598,66;UFMT
Mato Grosso, Brasil;Engenharia Civil;Esc. Pública 1,5 salário mínimo;592,22;UFMT
Mato Grosso, Brasil;Engenharia Civil;Escola Pública;633,84;UFMT
Mato Grosso, Brasil;Engenharia Civil;PNE 1,5 salário mínimo;418,24;UFMT
Mato Grosso, Brasil;Engenharia Civil;PNE Esc. Pública;552;UFMT
Mato Grosso, Brasil;Engenharia Civil;PNE racial 1,5 salário mínimo;394,08;UFMT
Mato Grosso, Brasil;Geografia;Ampla concor.;468,24;UFMT
Mato Grosso, Brasil;Geografia;Cota racial;433,44;UFMT
Mato Grosso, Brasil;Geografia;Cota racial 1,5 salário mínimo;479,42;UFMT
Mato Grosso, Brasil;Geografia;Esc. Pública 1,5 salário mínimo;466,6;UFMT
Mato Grosso, Brasil;Geografia;Escola Pública;509,96;UFMT
Mato Grosso, Brasil;Geografia;PNE 1,5 salário mínimo;448,98;UFMT
Mato Grosso, Brasil;Jornalismo;Ampla concor.;628,66;UFMT
Mato Grosso, Brasil;Jornalismo;Cota racial;545,7;UFMT
Mato Grosso, Brasil;Jornalismo;Cota racial 1,5 salário mínimo;550,84;UFMT
Mato Grosso, Brasil;Jornalismo;Esc. Pública 1,5 salário mínimo;587,92;UFMT
Mato Grosso, Brasil;Jornalismo;Escola Pública;635,56;UFMT
Mato Grosso, Brasil;Jornalismo;PNE racial 1,5 salário mínimo;467,62;UFMT
Mato Grosso, Brasil;Letras Português;Ampla concor.;533,7;UFMT
Mato Grosso, Brasil;Letras Português;Cota racial;493,98;UFMT
Mato Grosso, Brasil;Letras Português;Cota racial 1,5 salário mínimo;514,94;UFMT
Mato Grosso, Brasil;Letras Português;Esc. Pública 1,5 salário mínimo;520,9;UFMT
Mato Grosso, Brasil;Letras Português;Escola Pública;542,58;UFMT
Mato Grosso, Brasil;Letras Português;PNE racial;518,04;UFMT
Mato Grosso, Brasil;Administração;Ampla concor.;619,9;UFMT
Mato Grosso, Brasil;Administração;Ampla concor.;622,92;UFMT
Mato Grosso, Brasil;Administração;Ampla concor.;623,7;UFMT
Mato Grosso, Brasil;Administração;Ampla concor.;635,66;UFMT
Mato Grosso, Brasil;Administração;Cota racial;589,48;UFMT
Mato Grosso, Brasil;Administração;Cota racial;591;UFMT
Mato Grosso, Brasil;Administração;Cota racial;599,26;UFMT
Mato Grosso, Brasil;Administração;Cota racial;599,82;UFMT
Mato Grosso, Brasil;Administração;Cota racial 1,5 salário mínimo;566,44;UFMT
Mato Grosso, Brasil;Administração;Cota racial 1,5 salário mínimo;569,24;UFMT
Mato Grosso, Brasil;Administração;Cota racial 1,5 salário mínimo;572,22;UFMT
Mato Grosso, Brasil;Administração;Cota racial 1,5 salário mínimo;587,62;UFMT
Mato Grosso, Brasil;Administração;Esc. Pública 1,5 salário mínimo;571,62;UFMT
Mato Grosso, Brasil;Administração;Esc. Pública 1,5 salário mínimo;575,72;UFMT
Mato Grosso, Brasil;Administração;Esc. Pública 1,5 salário mínimo;588,34;UFMT
Mato Grosso, Brasil;Administração;Esc. Pública 1,5 salário mínimo;603,46;UFMT
Mato Grosso, Brasil;Administração;Escola Pública;603,96;UFMT
Mato Grosso, Brasil;Administração;Escola Pública;607,66;UFMT
Mato Grosso, Brasil;Administração;Escola Pública;611,28;UFMT
Mato Grosso, Brasil;Administração;Escola Pública;632,38;UFMT
Mato Grosso, Brasil;Administração;PNE 1,5 salário mínimo;426,98;UFMT
Mato Grosso, Brasil;Administração;PNE 1,5 salário mínimo;515,96;UFMT
Mato Grosso, Brasil;Administração;PNE 1,5 salário mínimo;518,16;UFMT
Mato Grosso, Brasil;Administração;PNE Esc. Pública;449,44;UFMT
Mato Grosso, Brasil;Administração;PNE Esc. Pública;523,72;UFMT
Mato Grosso, Brasil;Administração;PNE Esc. Pública;553,02;UFMT
Mato Grosso, Brasil;Administração;PNE racial;413,36;UFMT
Mato Grosso, Brasil;Administração;PNE racial;444,42;UFMT
Mato Grosso, Brasil;Administração;PNE racial;584,62;UFMT
Mato Grosso, Brasil;Administração;PNE racial 1,5 salário mínimo;432,48;UFMT
Mato Grosso, Brasil;Administração;PNE racial 1,5 salário mínimo;468,28;UFMT
Mato Grosso, Brasil;Administração;PNE racial 1,5 salário mínimo;481,52;UFMT
Mato Grosso, Brasil;Administração;PNE racial 1,5 salário mínimo;497,44;UFMT
Mato Grosso, Brasil;Agronomia;Ampla concor.;629,74;UFMT
Mato Grosso, Brasil;Agronomia;Cota racial;587,72;UFMT
Mato Grosso, Brasil;Agronomia;Cota racial 1,5 salário mínimo;569,72;UFMT
Mato Grosso, Brasil;Agronomia;Esc. Pública 1,5 salário mínimo;602,34;UFMT
Mato Grosso, Brasil;Agronomia;Escola Pública;618,6;UFMT
Mato Grosso, Brasil;Agronomia;PNE Esc. Pública;454,02;UFMT
Mato Grosso, Brasil;Agronomia;PNE racial;538,54;UFMT
Mato Grosso, Brasil;Agronomia;PNE racial 1,5 salário mínimo;537,12;UFMT
Mato Grosso, Brasil;Arquitetura e Urb.;Ampla concor.;693,98;UFMT
Mato Grosso, Brasil;Arquitetura e Urb.;Cota racial;631,66;UFMT
Mato Grosso, Brasil;Arquitetura e Urb.;Cota racial 1,5 salário mínimo;616,82;UFMT
Mato Grosso, Brasil;Arquitetura e Urb.;Esc. Pública 1,5 salário mínimo;647,38;UFMT
Mato Grosso, Brasil;Arquitetura e Urb.;Escola Pública;666,02;UFMT
Mato Grosso, Brasil;Arquitetura e Urb.;PNE 1,5 salário mínimo;505,44;UFMT
Mato Grosso, Brasil;Arquitetura e Urb.;PNE racial 1,5 salário mínimo;598,8;UFMT
Mato Grosso, Brasil;Ciênc da Computação;Ampla concor.;669,44;UFMT
Mato Grosso, Brasil;Ciênc da Computação;Cota racial;630,68;UFMT
Mato Grosso, Brasil;Ciênc da Computação;Cota racial 1,5 salário mínimo;600,36;UFMT
Mato Grosso, Brasil;Ciênc da Computação;Esc. Pública 1,5 salário mínimo;623,28;UFMT
Mato Grosso, Brasil;Ciênc da Computação;Escola Pública;645,62;UFMT
Mato Grosso, Brasil;Ciênc da Computação;PNE Esc. Pública;523,88;UFMT
Mato Grosso, Brasil;Ciênc da Computação;PNE racial;398,5;UFMT
Mato Grosso, Brasil;Ciênc da Computação;PNE racial 1,5 salário mínimo;517,18;UFMT
Mato Grosso, Brasil;Ciências Biológicas;Ampla concor.;584,44;UFMT
Mato Grosso, Brasil;Ciências Biológicas;Ampla concor.;641,98;UFMT
Mato Grosso, Brasil;Ciências Biológicas;Cota racial;542,98;UFMT
Mato Grosso, Brasil;Ciências Biológicas;Cota racial;584,44;UFMT
Mato Grosso, Brasil;Ciências Biológicas;Cota racial 1,5 salário mínimo;532,84;UFMT
Mato Grosso, Brasil;Ciências Biológicas;Cota racial 1,5 salário mínimo;570,74;UFMT
Mato Grosso, Brasil;Ciências Biológicas;Esc. Pública 1,5 salário mínimo;570,3;UFMT
Mato Grosso, Brasil;Ciências Biológicas;Esc. Pública 1,5 salário mínimo;612,12;UFMT
Mato Grosso, Brasil;Ciências Biológicas;Escola Pública;568,3;UFMT
Mato Grosso, Brasil;Ciências Biológicas;Escola Pública;650,22;UFMT
Mato Grosso, Brasil;Ciências Biológicas;PNE Esc. Pública;304,06;UFMT
Mato Grosso, Brasil;Ciências Biológicas;PNE racial;433,02;UFMT
Mato Grosso, Brasil;Ciências Econômicas;Ampla concor.;617,08;UFMT
Mato Grosso, Brasil;Ciências Econômicas;Ampla concor.;631,06;UFMT
Mato Grosso, Brasil;Ciências Econômicas;Cota racial;569,58;UFMT
Mato Grosso, Brasil;Ciências Econômicas;Cota racial;591,82;UFMT
Mato Grosso, Brasil;Ciências Econômicas;Cota racial 1,5 salário mínimo;557,7;UFMT
Mato Grosso, Brasil;Ciências Econômicas;Cota racial 1,5 salário mínimo;561,26;UFMT
Mato Grosso, Brasil;Ciências Econômicas;Esc. Pública 1,5 salário mínimo;551,68;UFMT
Mato Grosso, Brasil;Ciências Econômicas;Esc. Pública 1,5 salário mínimo;565,34;UFMT
Mato Grosso, Brasil;Ciências Econômicas;Escola Pública;617,72;UFMT
Mato Grosso, Brasil;Ciências Econômicas;Escola Pública;631,78;UFMT
Mato Grosso, Brasil;Ciências Econômicas;PNE racial;461,82;UFMT
Mato Grosso, Brasil;Ciências Sociais;Ampla concor.;562,76;UFMT
Mato Grosso, Brasil;Ciências Sociais;Ampla concor.;591,24;UFMT
Mato Grosso, Brasil;Ciências Sociais;Cota racial;527,7;UFMT
Mato Grosso, Brasil;Ciências Sociais;Cota racial;541,72;UFMT
Mato Grosso, Brasil;Ciências Sociais;Cota racial 1,5 salário mínimo;517,64;UFMT
Mato Grosso, Brasil;Ciências Sociais;Cota racial 1,5 salário mínimo;537,46;UFMT
Mato Grosso, Brasil;Ciências Sociais;Esc. Pública 1,5 salário mínimo;563,92;UFMT
Mato Grosso, Brasil;Ciências Sociais;Esc. Pública 1,5 salário mínimo;589,74;UFMT
Mato Grosso, Brasil;Ciências Sociais;Escola Pública;533,14;UFMT
Mato Grosso, Brasil;Ciências Sociais;Escola Pública;620,66;UFMT
Mato Grosso, Brasil;Ciências Sociais;PNE 1,5 salário mínimo;471,54;UFMT
Mato Grosso, Brasil;Ciências Sociais;PNE Esc. Pública;413,2;UFMT
Mato Grosso, Brasil;Ciências Sociais;PNE racial;493,32;UFMT
Mato Grosso, Brasil;Ciências Sociais;PNE racial 1,5 salário mínimo;386,22;UFMT
Mato Grosso, Brasil;Ciências Sociais;PNE racial 1,5 salário mínimo;467,92;UFMT
Mato Grosso, Brasil;Cinema e Audiovisual;Ampla concor.;658,06;UFMT
Mato Grosso, Brasil;Cinema e Audiovisual;Cota racial;620,78;UFMT
Mato Grosso, Brasil;Cinema e Audiovisual;Cota racial 1,5 salário mínimo;592,5;UFMT
Mato Grosso, Brasil;Cinema e Audiovisual;Esc. Pública 1,5 salário mínimo;648,32;UFMT
Mato Grosso, Brasil;Cinema e Audiovisual;Escola Pública;655,5;UFMT
Mato Grosso, Brasil;Cinema e Audiovisual;PNE Esc. Pública;451,26;UFMT
Mato Grosso, Brasil;Cinema e Audiovisual;PNE racial;403,48;UFMT
Mato Grosso, Brasil;Clarinete;Ampla concor.;522,46;UFMT
Mato Grosso, Brasil;Clarinete;Cota racial;505;UFMT
Mato Grosso, Brasil;Clarinete;Cota racial 1,5 salário mínimo;486,64;UFMT
Mato Grosso, Brasil;Direito;Ampla concor.;718,18;UFMT
Mato Grosso, Brasil;Direito;Ampla concor.;727,5;UFMT
Mato Grosso, Brasil;Direito;Cota racial;671,76;UFMT
Mato Grosso, Brasil;Direito;Cota racial;671,8;UFMT
Mato Grosso, Brasil;Direito;Cota racial 1,5 salário mínimo;650,1;UFMT
Mato Grosso, Brasil;Direito;Cota racial 1,5 salário mínimo;653,66;UFMT
Mato Grosso, Brasil;Direito;Esc. Pública 1,5 salário mínimo;670,6;UFMT
Mato Grosso, Brasil;Direito;Esc. Pública 1,5 salário mínimo;675,72;UFMT
Mato Grosso, Brasil;Direito;Escola Pública;713,28;UFMT
Mato Grosso, Brasil;Direito;Escola Pública;729,54;UFMT
Mato Grosso, Brasil;Direito;PNE 1,5 salário mínimo;559,2;UFMT
Mato Grosso, Brasil;Direito;PNE 1,5 salário mínimo;568,8;UFMT
Mato Grosso, Brasil;Direito;PNE Esc. Pública;593,26;UFMT
Mato Grosso, Brasil;Direito;PNE Esc. Pública;596,66;UFMT
Mato Grosso, Brasil;Direito;PNE racial;588,68;UFMT
Mato Grosso, Brasil;Direito;PNE racial;619,08;UFMT
Mato Grosso, Brasil;Direito;PNE racial 1,5 salário mínimo;546,92;UFMT
Mato Grosso, Brasil;Direito;PNE racial 1,5 salário mínimo;549,04;UFMT
Mato Grosso, Brasil;Educação Física;Ampla concor.;563,52;UFMT
Mato Grosso, Brasil;Educação Física;Ampla concor.;610,1;UFMT
Mato Grosso, Brasil;Educação Física;Cota racial;536,52;UFMT
Mato Grosso, Brasil;Educação Física;Cota racial;571,94;UFMT
Mato Grosso, Brasil;Educação Física;Cota racial 1,5 salário mínimo;538,14;UFMT
Mato Grosso, Brasil;Educação Física;Cota racial 1,5 salário mínimo;551,18;UFMT
Mato Grosso, Brasil;Educação Física;Esc. Pública 1,5 salário mínimo;547,74;UFMT
Mato Grosso, Brasil;Educação Física;Esc. Pública 1,5 salário mínimo;584,82;UFMT
Mato Grosso, Brasil;Educação Física;Escola Pública;565,84;UFMT
Mato Grosso, Brasil;Educação Física;Escola Pública;620,66;UFMT
Mato Grosso, Brasil;Educação Física;PNE 1,5 salário mínimo;446,36;UFMT
Mato Grosso, Brasil;Educação Física;PNE Esc. Pública;492,54;UFMT
Mato Grosso, Brasil;Educação Física;PNE Esc. Pública;494,24;UFMT
Mato Grosso, Brasil;Educação Física;PNE racial;465,64;UFMT
Mato Grosso, Brasil;Educação Física;PNE racial;482,26;UFMT
Mato Grosso, Brasil;Educação Física;PNE racial 1,5 salário mínimo;442,6;UFMT
Mato Grosso, Brasil;Educação Física;PNE racial 1,5 salário mínimo;487,02;UFMT
Mato Grosso, Brasil;Enfermagem;Ampla concor.;683,5;UFMT
Mato Grosso, Brasil;Enfermagem;Cota racial;643,58;UFMT
Mato Grosso, Brasil;Enfermagem;Cota racial 1,5 salário mínimo;633,5;UFMT
Mato Grosso, Brasil;Enfermagem;Esc. Pública 1,5 salário mínimo;669,38;UFMT
Mato Grosso, Brasil;Enfermagem;Escola Pública;683,12;UFMT
Mato Grosso, Brasil;Enfermagem;PNE 1,5 salário mínimo;397,42;UFMT
Mato Grosso, Brasil;Enfermagem;PNE Esc. Pública;622,12;UFMT
Mato Grosso, Brasil;Enfermagem;PNE racial;500,86;UFMT
Mato Grosso, Brasil;Enfermagem;PNE racial 1,5 salário mínimo;534,14;UFMT
Mato Grosso, Brasil;Eng Florestal;Ampla concor.;566,82;UFMT
Mato Grosso, Brasil;Eng Florestal;Cota racial;555,26;UFMT
Mato Grosso, Brasil;Eng Florestal;Cota racial 1,5 salário mínimo;535,02;UFMT
Mato Grosso, Brasil;Eng Florestal;Esc. Pública 1,5 salário mínimo;542,06;UFMT
Mato Grosso, Brasil;Eng Florestal;Escola Pública;571,66;UFMT
Mato Grosso, Brasil;Eng Sanit e Ambiental;Ampla concor.;582,56;UFMT
Mato Grosso, Brasil;Eng Sanit e Ambiental;Cota racial;580,4;UFMT
Mato Grosso, Brasil;Eng Sanit e Ambiental;Cota racial 1,5 salário mínimo;543,68;UFMT
Mato Grosso, Brasil;Eng Sanit e Ambiental;Esc. Pública 1,5 salário mínimo;546,44;UFMT
Mato Grosso, Brasil;Eng Sanit e Ambiental;Escola Pública;616,08;UFMT
Mato Grosso, Brasil;Eng Sanit e Ambiental;PNE 1,5 salário mínimo;412,3;UFMT
Mato Grosso, Brasil;Eng Sanit e Ambiental;PNE Esc. Pública;566,46;UFMT
Mato Grosso, Brasil;Eng Sanit e Ambiental;PNE racial;441,66;UFMT
Mato Grosso, Brasil;Engenharia Civil;Ampla concor.;665,44;UFMT
Mato Grosso, Brasil;Engenharia Civil;Cota racial;610,94;UFMT
Mato Grosso, Brasil;Engenharia Civil;Cota racial 1,5 salário mínimo;596,76;UFMT
Mato Grosso, Brasil;Engenharia Civil;Esc. Pública 1,5 salário mínimo;633,34;UFMT
Mato Grosso, Brasil;Engenharia Civil;Escola Pública;668,38;UFMT
Mato Grosso, Brasil;Engenharia Civil;PNE Esc. Pública;387,74;UFMT
Mato Grosso, Brasil;Engenharia Civil;PNE racial;525,16;UFMT
Mato Grosso, Brasil;Engenharia Civil;PNE racial 1,5 salário mínimo;515,06;UFMT
Mato Grosso, Brasil;Engenharia Elétrica;Ampla concor.;639,56;UFMT
Mato Grosso, Brasil;Engenharia Elétrica;Cota racial;609,78;UFMT
Mato Grosso, Brasil;Engenharia Elétrica;Cota racial 1,5 salário mínimo;587,68;UFMT
Mato Grosso, Brasil;Engenharia Elétrica;Esc. Pública 1,5 salário mínimo;589,2;UFMT
Mato Grosso, Brasil;Engenharia Elétrica;Escola Pública;637,92;UFMT
Mato Grosso, Brasil;Engenharia Elétrica;PNE Esc. Pública;548,72;UFMT
Mato Grosso, Brasil;Estatística;Ampla concor.;562,04;UFMT
Mato Grosso, Brasil;Estatística;Cota racial;547,1;UFMT
Mato Grosso, Brasil;Estatística;Cota racial 1,5 salário mínimo;529,72;UFMT
Mato Grosso, Brasil;Estatística;Esc. Pública 1,5 salário mínimo;550,46;UFMT
Mato Grosso, Brasil;Estatística;Escola Pública;524,86;UFMT
Mato Grosso, Brasil;Estatística;PNE racial;392,48;UFMT
Mato Grosso, Brasil;Filosofia;Ampla concor.;544,26;UFMT
Mato Grosso, Brasil;Filosofia;Ampla concor.;573,82;UFMT
Mato Grosso, Brasil;Filosofia;Cota racial;501,26;UFMT
Mato Grosso, Brasil;Filosofia;Cota racial;542,06;UFMT
Mato Grosso, Brasil;Filosofia;Cota racial 1,5 salário mínimo;504,62;UFMT
Mato Grosso, Brasil;Filosofia;Cota racial 1,5 salário mínimo;516,2;UFMT
Mato Grosso, Brasil;Filosofia;Esc. Pública 1,5 salário mínimo;525,92;UFMT
Mato Grosso, Brasil;Filosofia;Esc. Pública 1,5 salário mínimo;564,8;UFMT
Mato Grosso, Brasil;Filosofia;Escola Pública;554,02;UFMT
Mato Grosso, Brasil;Filosofia;Escola Pública;562,92;UFMT
Mato Grosso, Brasil;Filosofia;PNE Esc. Pública;441,28;UFMT
Mato Grosso, Brasil;Filosofia;PNE racial;500,66;UFMT
Mato Grosso, Brasil;Física;Ampla concor.;508,86;UFMT
Mato Grosso, Brasil;Física;Ampla concor.;510,26;UFMT
Mato Grosso, Brasil;Física;Cota racial;454,44;UFMT
Mato Grosso, Brasil;Física;Cota racial;471,4;UFMT
Mato Grosso, Brasil;Física;Cota racial 1,5 salário mínimo;472,36;UFMT
Mato Grosso, Brasil;Física;Cota racial 1,5 salário mínimo;480,12;UFMT
Mato Grosso, Brasil;Física;Esc. Pública 1,5 salário mínimo;491,76;UFMT
Mato Grosso, Brasil;Física;Esc. Pública 1,5 salário mínimo;513,32;UFMT
Mato Grosso, Brasil;Física;Escola Pública;473,06;UFMT
Mato Grosso, Brasil;Física;Escola Pública;502,18;UFMT
Mato Grosso, Brasil;Física;PNE Esc. Pública;474,52;UFMT
Mato Grosso, Brasil;Geografia;Ampla concor.;540,76;UFMT
Mato Grosso, Brasil;Geografia;Ampla concor.;541,2;UFMT
Mato Grosso, Brasil;Geografia;Cota racial;526,88;UFMT
Mato Grosso, Brasil;Geografia;Cota racial;536,04;UFMT
Mato Grosso, Brasil;Geografia;Cota racial 1,5 salário mínimo;509,42;UFMT
Mato Grosso, Brasil;Geografia;Cota racial 1,5 salário mínimo;514,28;UFMT
Mato Grosso, Brasil;Geografia;Esc. Pública 1,5 salário mínimo;506,36;UFMT
Mato Grosso, Brasil;Geografia;Esc. Pública 1,5 salário mínimo;517,7;UFMT
Mato Grosso, Brasil;Geografia;Escola Pública;528,66;UFMT
Mato Grosso, Brasil;Geografia;Escola Pública;528,88;UFMT
Mato Grosso, Brasil;Geografia;PNE 1,5 salário mínimo;514,26;UFMT
Mato Grosso, Brasil;Geografia;PNE Esc. Pública;416,44;UFMT
Mato Grosso, Brasil;Geografia;PNE racial;406,9;UFMT
Mato Grosso, Brasil;Geologia;Ampla concor.;582,44;UFMT
Mato Grosso, Brasil;Geologia;Cota racial;541,32;UFMT
Mato Grosso, Brasil;Geologia;Cota racial 1,5 salário mínimo;533,64;UFMT
Mato Grosso, Brasil;Geologia;Esc. Pública 1,5 salário mínimo;539,26;UFMT
Mato Grosso, Brasil;Geologia;Escola Pública;548,82;UFMT
Mato Grosso, Brasil;História;Ampla concor.;580,42;UFMT
Mato Grosso, Brasil;História;Ampla concor.;586,68;UFMT
Mato Grosso, Brasil;História;Cota racial;537,54;UFMT
Mato Grosso, Brasil;História;Cota racial;563,5;UFMT
Mato Grosso, Brasil;História;Cota racial 1,5 salário mínimo;474,22;UFMT
Mato Grosso, Brasil;História;Cota racial 1,5 salário mínimo;544,26;UFMT
Mato Grosso, Brasil;História;Esc. Pública 1,5 salário mínimo;530,32;UFMT
Mato Grosso, Brasil;História;Esc. Pública 1,5 salário mínimo;562,74;UFMT
Mato Grosso, Brasil;História;Escola Pública;546,48;UFMT
Mato Grosso, Brasil;História;Escola Pública;597,6;UFMT
Mato Grosso, Brasil;História;PNE racial;480,36;UFMT
Mato Grosso, Brasil;História;PNE racial 1,5 salário mínimo;450,34;UFMT
Mato Grosso, Brasil;Jornalismo;Ampla concor.;651,68;UFMT
Mato Grosso, Brasil;Jornalismo;Cota racial;597,54;UFMT
Mato Grosso, Brasil;Jornalismo;Cota racial 1,5 salário mínimo;586,18;UFMT
Mato Grosso, Brasil;Jornalismo;Esc. Pública 1,5 salário mínimo;625,06;UFMT
Mato Grosso, Brasil;Jornalismo;Escola Pública;650,42;UFMT
Mato Grosso, Brasil;Jornalismo;PNE 1,5 salário mínimo;356,3;UFMT
Mato Grosso, Brasil;Jornalismo;PNE racial 1,5 salário mínimo;504,94;UFMT
Mato Grosso, Brasil;Letras Libras;Ampla concor.;562,46;UFMT
Mato Grosso, Brasil;Letras Libras;Cota racial;546,62;UFMT
Mato Grosso, Brasil;Letras Libras;Cota racial 1,5 salário mínimo;531,22;UFMT
Mato Grosso, Brasil;Letras Libras;Esc. Pública 1,5 salário mínimo;532,6;UFMT
Mato Grosso, Brasil;Letras Libras;Escola Pública;531,96;UFMT
Mato Grosso, Brasil;Letras Libras;PNE 1,5 salário mínimo;368,44;UFMT
Mato Grosso, Brasil;Letras Libras;PNE Esc. Pública;581,26;UFMT
Mato Grosso, Brasil;Letras Libras;PNE racial 1,5 salário mínimo;450;UFMT
Mato Grosso, Brasil;Letras Port e Espanhol;Ampla concor.;595,74;UFMT
Mato Grosso, Brasil;Letras Port e Espanhol;Cota racial;579,58;UFMT
Mato Grosso, Brasil;Letras Port e Espanhol;Cota racial 1,5 salário mínimo;526,16;UFMT
Mato Grosso, Brasil;Letras Port e Espanhol;Esc. Pública 1,5 salário mínimo;566,72;UFMT
Mato Grosso, Brasil;Letras Port e Espanhol;Escola Pública;594,48;UFMT
Mato Grosso, Brasil;Letras Port e Espanhol;PNE Esc. Pública;522,1;UFMT
Mato Grosso, Brasil;Letras Port e Espanhol;PNE racial 1,5 salário mínimo;462,02;UFMT
Mato Grosso, Brasil;Letras Port e Francês;Ampla concor.;556,7;UFMT
Mato Grosso, Brasil;Letras Port e Francês;Cota racial;546,92;UFMT
Mato Grosso, Brasil;Letras Port e Francês;Cota racial 1,5 salário mínimo;503,26;UFMT
Mato Grosso, Brasil;Letras Port e Francês;Esc. Pública 1,5 salário mínimo;527,32;UFMT
Mato Grosso, Brasil;Letras Port e Francês;Escola Pública;544,78;UFMT
Mato Grosso, Brasil;Letras Port e Inglês;Ampla concor.;595,6;UFMT
Mato Grosso, Brasil;Letras Port e Inglês;Cota racial;592,28;UFMT
Mato Grosso, Brasil;Letras Port e Inglês;Cota racial 1,5 salário mínimo;571,82;UFMT
Mato Grosso, Brasil;Letras Port e Inglês;Esc. Pública 1,5 salário mínimo;586,4;UFMT
Mato Grosso, Brasil;Letras Port e Inglês;Escola Pública;633,32;UFMT
Mato Grosso, Brasil;Letras Português;Ampla concor.;588,14;UFMT
Mato Grosso, Brasil;Letras Português;Cota racial;576,42;UFMT
Mato Grosso, Brasil;Letras Português;Cota racial 1,5 salário mínimo;563,56;UFMT
Mato Grosso, Brasil;Letras Português;Esc. Pública 1,5 salário mínimo;561,94;UFMT
Mato Grosso, Brasil;Letras Português;Escola Pública;577,68;UFMT
Mato Grosso, Brasil;Matemática;Ampla concor.;529,28;UFMT
Mato Grosso, Brasil;Matemática;Cota racial;497,28;UFMT
Mato Grosso, Brasil;Matemática;Cota racial 1,5 salário mínimo;496,62;UFMT
Mato Grosso, Brasil;Matemática;Esc. Pública 1,5 salário mínimo;478,74;UFMT
Mato Grosso, Brasil;Matemática;Escola Pública;506,26;UFMT
Mato Grosso, Brasil;Medicina;Ampla concor.;797,68;UFMT
Mato Grosso, Brasil;Medicina;Cota racial;744,5;UFMT
Mato Grosso, Brasil;Medicina;Cota racial 1,5 salário mínimo;739,2;UFMT
Mato Grosso, Brasil;Medicina;Esc. Pública 1,5 salário mínimo;762,68;UFMT
Mato Grosso, Brasil;Medicina;Escola Pública;785,94;UFMT
Mato Grosso, Brasil;Medicina;PNE 1,5 salário mínimo;699,8;UFMT
Mato Grosso, Brasil;Medicina;PNE Esc. Pública;754,4;UFMT
Mato Grosso, Brasil;Medicina;PNE racial;691,2;UFMT
Mato Grosso, Brasil;Medicina;PNE racial 1,5 salário mínimo;659,48;UFMT
Mato Grosso, Brasil;Medicina Veterinária;Ampla concor.;699,32;UFMT
Mato Grosso, Brasil;Medicina Veterinária;Cota racial;642,32;UFMT
Mato Grosso, Brasil;Medicina Veterinária;Cota racial 1,5 salário mínimo;631,54;UFMT
Mato Grosso, Brasil;Medicina Veterinária;Esc. Pública 1,5 salário mínimo;665,02;UFMT
Mato Grosso, Brasil;Medicina Veterinária;Escola Pública;700,8;UFMT
